mort,category,geography,year,sex,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
LGA10600,Local Government Area (LGA),Bellingen,2021,Females,66,"6,704",985.3,491.6,1.15,20,29.8,,248,41.5,8,42.4,,84.7
LGA10650,Local Government Area (LGA),Berrigan,2017,Females,44,"4,350",1018.5,461.9,1.04,15,34,,159,41.8,7,47.1,,84
LGA10650,Local Government Area (LGA),Berrigan,2018,Females,34,"4,349",774.2,328.7,0.77,5,15.8,,58,15.1,3,,,88.3
LGA10650,Local Government Area (LGA),Berrigan,2019,Females,48,"4,347",1100.7,526.2,1.18,12,25.9,,200,52.9,5,42.9,,81.7
LGA10650,Local Government Area (LGA),Berrigan,2020,Females,38,"4,341",877.7,386.3,0.94,9,23.3,,70,18.6,4,,,82.5
LGA10650,Local Government Area (LGA),Berrigan,2021,Females,56,"4,333",1288.3,604.2,1.41,14,25.4,,243,64.9,7,50,,85.3
LGA10750,Local Government Area (LGA),Blacktown,2017,Females,811,"178,845",453.2,512,1.15,297,36.7,182.1,"5,472",32,142,47.6,86.6,81
LGA10750,Local Government Area (LGA),Blacktown,2018,Females,747,"183,471",407,456.3,1.07,276,37,163.2,"4,921",28,124,45,73.3,80.6
LGA10750,Local Government Area (LGA),Blacktown,2019,Females,861,"188,743",456.1,509.6,1.15,328,38.1,187.9,"5,510",30.5,164,50.3,93.7,80.8
LGA10750,Local Government Area (LGA),Blacktown,2020,Females,822,"194,705",421.9,462.2,1.13,307,37.4,168.9,"5,618",30.2,141,46.1,77.7,82
LGA10750,Local Government Area (LGA),Blacktown,2021,Females,885,"199,187",444.2,486.2,1.14,324,36.6,172.5,"5,943",31.3,143,44.3,76.9,81.2
LGA10800,Local Government Area (LGA),Bland,2017,Females,29,"2,963",980.7,475.5,1.07,5,17.3,,117,44.9,1,,,87.2
LGA10800,Local Government Area (LGA),Bland,2018,Females,29,"2,907",999.9,571.5,1.34,15,51.7,,218,85,7,46.7,,74.8
LGA10800,Local Government Area (LGA),Bland,2019,Females,29,"2,853",1019.5,521.1,1.17,6,20.7,,97,38.6,4,,,88.5
LGA10800,Local Government Area (LGA),Bland,2020,Females,33,"2,792",1184,696.7,1.7,8,24.3,,149,59.9,5,,,81.7
LGA10800,Local Government Area (LGA),Bland,2021,Females,25,"2,732",917.8,480.4,1.12,7,28.1,,131,53.9,2,,,83.8
LGA10850,Local Government Area (LGA),Blayney,2017,Females,35,"3,695",944.4,590,1.32,7,20,,38,11.2,4,,,82.5
LGA10850,Local Government Area (LGA),Blayney,2018,Females,20,"3,707",537.9,,,5,25,,60,17.6,0,,,81
LGA10850,Local Government Area (LGA),Blayney,2019,Females,28,"3,724",749.7,479.3,1.08,9,32.1,,72,21.1,5,,,82
LGA10850,Local Government Area (LGA),Blayney,2020,Females,33,"3,739",879.8,599.6,1.46,11,33.3,,220,64.4,7,63.6,,84.3
LGA10850,Local Government Area (LGA),Blayney,2021,Females,32,"3,753",849.9,537.9,1.26,7,21.9,,75,21.8,1,,,84
LGA10900,Local Government Area (LGA),Blue Mountains,2017,Females,294,"40,564",725.5,444.2,1,73,24.8,125.7,956,25.7,32,43.8,55.9,85.1
LGA10900,Local Government Area (LGA),Blue Mountains,2018,Females,318,"40,587",782.5,475.2,1.11,76,24,135.3,995,26.8,32,42.2,60.1,85.3
LGA10900,Local Government Area (LGA),Blue Mountains,2019,Females,293,"40,546",723.1,431.4,0.97,86,29.4,144,953,25.8,40,46.4,66.9,84.2
LGA10900,Local Government Area (LGA),Blue Mountains,2020,Females,269,"40,524",662.7,405.5,0.99,76,28.4,147.7,"1,267",34.5,39,51.3,78.4,84.8
LGA10900,Local Government Area (LGA),Blue Mountains,2021,Females,293,"40,229",729.1,427.2,1,81,27.7,147.1,"1,098",30.2,44,54.3,85.3,84
LGA10950,Local Government Area (LGA),Bogan,2017,Females,18,"1,347",1308,,,6,33.3,,75,62.3,4,,,83.5
LGA10950,Local Government Area (LGA),Bogan,2018,Females,10,"1,322",729.3,,,3,,,66,56.2,2,,,
LGA10950,Local Government Area (LGA),Bogan,2019,Females,14,"1,294",1114.2,,,5,37,,67,59.3,3,,,77.5
LGA10950,Local Government Area (LGA),Bogan,2020,Females,6,"1,260",469.4,,,2,,,70,63.6,1,,,
LGA10950,Local Government Area (LGA),Bogan,2021,Females,12,"1,237",994.8,,,2,13.1,,25,23.5,1,,,85.5
LGA11150,Local Government Area (LGA),Bourke,2017,Females,10,"1,382",692,,,6,,,85,64.9,4,,,
LGA11150,Local Government Area (LGA),Bourke,2018,Females,13,"1,335",972.4,,,7,52.6,,97,77.1,2,,,74.5
LGA11150,Local Government Area (LGA),Bourke,2019,Females,10,"1,302",734.5,,,5,,,141,114.7,3,,,
LGA11150,Local Government Area (LGA),Bourke,2020,Females,11,"1,266",863,,,5,43.8,,116,97.3,3,,,80
LGA11150,Local Government Area (LGA),Bourke,2021,Females,8,"1,235",663.7,,,3,,,85,72.8,2,,,
LGA11200,Local Government Area (LGA),Brewarrina,2017,Females,6,791,725.6,,,3,,,48,64.3,2,,,
LGA11200,Local Government Area (LGA),Brewarrina,2018,Females,7,767,936.4,,,4,,,55,76.8,1,,,
LGA11200,Local Government Area (LGA),Brewarrina,2019,Females,6,749,781.5,,,3,,,73,103.1,2,,,
LGA11200,Local Government Area (LGA),Brewarrina,2020,Females,6,730,793.8,,,3,,,56,81.6,2,,,
LGA11200,Local Government Area (LGA),Brewarrina,2021,Females,5,714,697.8,,,2,,,45,66.6,1,,,
LGA11250,Local Government Area (LGA),Broken Hill,2017,Females,105,"9,181",1143.7,512,1.15,23,21.9,189,250,30.9,7,30.4,,87.1
LGA11250,Local Government Area (LGA),Broken Hill,2018,Females,102,"9,115",1119,547.2,1.28,26,25.5,232.7,446,55.5,15,57.7,,85.7
LGA11250,Local Government Area (LGA),Broken Hill,2019,Females,116,"9,028",1284.9,632,1.42,22,19,228.3,410,51.4,14,63.6,,86.5
LGA11250,Local Government Area (LGA),Broken Hill,2020,Females,99,"8,974",1103.2,558,1.36,26,26.3,223.7,372,46.9,13,50,,83.4
LGA11250,Local Government Area (LGA),Broken Hill,2021,Females,94,"8,954",1049.8,540.6,1.26,27,28.7,262.2,494,62.7,18,66.7,,84.7
LGA11300,Local Government Area (LGA),Burwood,2017,Females,109,"20,545",530.7,369.5,0.83,24,22.1,125,477,25.2,11,46,,85.4
LGA11300,Local Government Area (LGA),Burwood,2018,Females,94,"20,647",454.2,320.9,0.75,22,23.2,109.8,271,14.2,9,40,,85.9
LGA11300,Local Government Area (LGA),Burwood,2019,Females,110,"20,780",528.9,351.4,0.79,22,19.7,104.3,294,15.3,8,39.1,,87.6
LGA11300,Local Government Area (LGA),Burwood,2020,Females,111,"20,776",535.2,352.2,0.86,26,23.3,128.3,377,19.7,12,45.8,,87.5
LGA11300,Local Government Area (LGA),Burwood,2021,Females,95,"20,473",466.3,302.7,0.71,25,26.1,126.3,457,24.3,10,41.3,,85.9
LGA11350,Local Government Area (LGA),Byron,2017,Females,105,"17,504",600.9,420.1,0.94,26,24.8,111.9,324,19.8,10,38.4,,87.1
LGA11350,Local Government Area (LGA),Byron,2018,Females,117,"17,774",660.2,459.5,1.07,31,26.6,137.8,554,33.3,15,48.4,,86.5
LGA11350,Local Government Area (LGA),Byron,2019,Females,131,"18,047",727.5,522.1,1.18,35,26.8,151.7,529,31.3,18,51.5,,85.6
LGA11350,Local Government Area (LGA),Byron,2020,Females,107,"18,403",583.3,431.6,1.05,35,32.8,144.9,530,30.7,14,40,,84.1
LGA11350,Local Government Area (LGA),Byron,2021,Females,120,"18,631",645.8,487.5,1.14,35,29.2,146.7,583,33.4,14,40.1,,86.3
LGA11400,Local Government Area (LGA),Cabonne,2017,Females,37,"6,734",554.1,386.3,0.87,9,24.6,,124,19.9,6,,,84.6
LGA11400,Local Government Area (LGA),Cabonne,2018,Females,39,"6,733",583.8,409.4,0.96,9,24,,148,23.9,4,,,83.7
LGA11400,Local Government Area (LGA),Cabonne,2019,Females,53,"6,741",789.8,515.2,1.16,13,24,,125,20.2,7,52.2,,85.7
LGA11400,Local Government Area (LGA),Cabonne,2020,Females,37,"6,749",554.9,374.2,0.91,12,31.2,,163,26.3,6,48.6,,80
LGA11400,Local Government Area (LGA),Cabonne,2021,Females,43,"6,754",641.5,417.8,0.98,10,23,,102,16.5,4,,,86.1
LGA11450,Local Government Area (LGA),Camden,2017,Females,166,"44,545",372.3,445.7,1,37,22.3,96,710,16.6,14,38.1,,85.1
LGA11450,Local Government Area (LGA),Camden,2018,Females,186,"48,440",383.2,470,1.1,58,31.1,136.3,"1,017",21.9,20,35.1,47.7,82.1
LGA11450,Local Government Area (LGA),Camden,2019,Females,217,"52,890",411.1,506.1,1.14,68,31.4,151.2,"1,173",23.1,33,48.4,73.5,83.1
LGA11450,Local Government Area (LGA),Camden,2020,Females,208,"56,746",366.6,458.2,1.12,69,33.3,141.3,"1,189",21.8,27,38.7,55,82.1
LGA11450,Local Government Area (LGA),Camden,2021,Females,217,"60,842",356.2,437.2,1.02,65,30.2,126.6,883,15.1,33,50.4,64,84.6
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2017,Females,424,"83,716",506.8,534.2,1.2,153,36,180.5,"2,354",29.5,72,47.1,85,81.2
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2018,Females,411,"85,393",481.8,503.4,1.18,166,40.3,190.9,"2,589",31.8,88,53,103.4,79.5
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2019,Females,451,"87,013",518.6,530.3,1.19,180,39.8,197.1,"3,063",37,69,38.3,75.9,80.4
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2020,Females,420,"88,733",473.6,479.8,1.17,161,38.2,170.2,"2,352",27.9,72,44.7,78.2,79.5
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2021,Females,446,"89,947",496,488.8,1.14,174,38.9,179.1,"2,409",28.3,67,38.5,70.8,78.5
LGA11520,Local Government Area (LGA),Canada Bay,2017,Females,221,"47,757",463.3,303,0.68,38,17.4,78.3,443,10.1,17,43.5,,87
LGA11520,Local Government Area (LGA),Canada Bay,2018,Females,226,"47,746",473.1,298.9,0.7,41,18.1,80.9,818,18.6,14,34.9,,88.1
LGA11520,Local Government Area (LGA),Canada Bay,2019,Females,302,"47,652",633.3,414.4,0.93,66,21.9,126.9,"1,041",23.7,27,41.5,55.4,86.1
LGA11520,Local Government Area (LGA),Canada Bay,2020,Females,271,"47,280",573.6,354.6,0.86,66,24.4,125.7,"1,053",24.2,24,36,47.7,87.5
LGA11520,Local Government Area (LGA),Canada Bay,2021,Females,281,"46,247",608.4,365.2,0.85,60,21.3,115.6,948,22.4,21,35.8,42.6,87.4
LGA11570,Local Government Area (LGA),Canterbury-Bankstown,2017,Females,966,"183,365",526.9,380.5,0.85,226,23.4,128.1,"4,055",23.8,115,50.7,66.3,85.9
LGA11570,Local Government Area (LGA),Canterbury-Bankstown,2018,Females,986,"185,267",532.3,383.1,0.9,243,24.6,132.4,"4,112",23.9,107,44.2,59.4,85.8
LGA11570,Local Government Area (LGA),Canterbury-Bankstown,2019,Females,"1,061","186,741",568.2,419.4,0.94,303,28.6,161.1,"4,701",27.1,132,43.5,70.5,84.6
LGA11570,Local Government Area (LGA),Canterbury-Bankstown,2020,Females,954,"187,092",510.1,363.7,0.89,245,25.6,127.2,"4,018",23.2,118,48,62.3,85.5
LGA11570,Local Government Area (LGA),Canterbury-Bankstown,2021,Females,"1,066","184,533",577.9,405,0.95,256,24,130.9,"3,827",22.4,102,40,53.3,85.1
LGA11600,Local Government Area (LGA),Carrathool,2017,Females,6,"1,433",414.2,,,2,,,26,19.4,2,,,
LGA11600,Local Government Area (LGA),Carrathool,2018,Females,7,"1,424",481.4,,,3,,,48,35.7,1,,,
LGA11600,Local Government Area (LGA),Carrathool,2019,Females,9,"1,417",611.1,,,3,,,46,34.8,1,,,
LGA11600,Local Government Area (LGA),Carrathool,2020,Females,5,"1,406",390.4,,,2,,,58,43.7,1,,,
LGA11600,Local Government Area (LGA),Carrathool,2021,Females,8,"1,392",590.9,,,4,,,66,50.7,2,,,
LGA11650,Local Government Area (LGA),Central Coast (NSW),2017,Females,"1,559","173,951",896.2,472.9,1.06,372,23.9,173,"4,927",31.7,172,46.2,81.6,85.5
LGA11650,Local Government Area (LGA),Central Coast (NSW),2018,Females,"1,640","175,294",935.6,492.7,1.15,394,24,177.4,"5,344",34.1,183,46.4,83.9,85
LGA11650,Local Government Area (LGA),Central Coast (NSW),2019,Females,"1,632","176,610",924.1,485.3,1.09,422,25.9,184,"5,485",34.8,187,44.3,83.1,84.6
LGA11650,Local Government Area (LGA),Central Coast (NSW),2020,Females,"1,500","177,819",843.6,435.7,1.06,359,23.9,156.7,"4,995",31.5,151,42.1,69,85.1
LGA11650,Local Government Area (LGA),Central Coast (NSW),2021,Females,"1,634","178,673",914.5,466.1,1.09,419,25.6,178.7,"5,386",33.9,186,44.4,79.1,85.1
LGA11700,Local Government Area (LGA),Central Darling,2017,Females,5,895,594.7,,,2,,,28,33.1,2,,,
LGA11700,Local Government Area (LGA),Central Darling,2018,Females,4,887,428.4,,,2,,,61,72.3,1,,,
LGA11700,Local Government Area (LGA),Central Darling,2019,Females,3,873,348.1,,,3,,,84,102.3,2,,,
LGA11700,Local Government Area (LGA),Central Darling,2020,Females,5,860,530.5,,,4,,,101,124.4,3,,,
LGA11700,Local Government Area (LGA),Central Darling,2021,Females,3,848,358.7,,,2,,,36,44.5,2,,,
LGA11720,Local Government Area (LGA),Cessnock,2017,Females,233,"28,934",804.7,581.8,1.3,69,29.8,207.8,990,36.9,33,47.6,94.3,83.4
LGA11720,Local Government Area (LGA),Cessnock,2018,Females,238,"29,525",805.6,597.4,1.4,64,27.1,199.4,918,33.4,27,42.6,89,83.7
LGA11720,Local Government Area (LGA),Cessnock,2019,Females,231,"29,996",770.5,573.3,1.29,75,32.3,211.8,"1,020",36.6,29,38.7,84.6,81.8
LGA11720,Local Government Area (LGA),Cessnock,2020,Females,211,"30,720",688.4,496.1,1.21,74,35.1,201.1,922,32.3,38,51.8,109.8,81.8
LGA11720,Local Government Area (LGA),Cessnock,2021,Females,237,"31,497",751.9,555.4,1.3,68,28.7,177.7,927,31.7,31,46.3,85.7,82.5
LGA11730,Local Government Area (LGA),Clarence Valley,2017,Females,263,"26,123",1007,472.9,1.06,58,21.9,157.4,900,39.1,33,57.8,100.5,85.8
LGA11730,Local Government Area (LGA),Clarence Valley,2018,Females,246,"26,258",938.3,442.8,1.04,63,25.7,165.8,775,33.5,31,49.1,85.4,85.1
LGA11730,Local Government Area (LGA),Clarence Valley,2019,Females,292,"26,388",1106.3,535,1.2,76,26.1,218.7,"1,110",47.8,40,52,114.3,85.3
LGA11730,Local Government Area (LGA),Clarence Valley,2020,Females,243,"26,516",915,427.4,1.04,63,26.1,162.3,771,33.1,28,43.6,73.7,84.7
LGA11730,Local Government Area (LGA),Clarence Valley,2021,Females,282,"26,802",1052.4,480.4,1.12,71,25,172.8,846,36.1,34,48.6,86.6,84.9
LGA11750,Local Government Area (LGA),Cobar,2017,Females,10,"2,241",439,,,4,,,35,17.1,2,,,
LGA11750,Local Government Area (LGA),Cobar,2018,Females,16,"2,204",714.3,,,4,25,,30,14.5,1,,,84
LGA11750,Local Government Area (LGA),Cobar,2019,Females,9,"2,141",413.6,,,1,,,6,3,1,,,
LGA11750,Local Government Area (LGA),Cobar,2020,Females,20,"2,055",957.4,,,7,35,,117,62,6,,,84
LGA11750,Local Government Area (LGA),Cobar,2021,Females,18,"2,001",885,,,7,38.9,,44,24.1,0,,,78
LGA11800,Local Government Area (LGA),Coffs Harbour,2017,Females,316,"38,841",813.3,444.3,1,69,21.8,146.6,"1,053",30.1,24,35.5,57.3,86.3
LGA11800,Local Government Area (LGA),Coffs Harbour,2018,Females,314,"39,331",798.2,441.5,1.03,82,26,168.9,"1,227",34.7,42,51.7,92.5,86.1
LGA11800,Local Government Area (LGA),Coffs Harbour,2019,Females,310,"39,765",778.8,433.6,0.98,81,26,165.7,"1,450",40.6,31,38.2,65.8,85.3
LGA11800,Local Government Area (LGA),Coffs Harbour,2020,Females,316,"40,107",787,431.4,1.05,82,25.9,163.4,"1,250",34.8,43,52.3,89.6,84.6
LGA11800,Local Government Area (LGA),Coffs Harbour,2021,Females,362,"40,344",897,475.9,1.11,107,29.5,198.6,"1,415",39.3,38,36,79.7,84
LGA12000,Local Government Area (LGA),Coolamon,2017,Females,14,"1,934",734.7,,,4,31,,67,37.5,2,,,82.5
LGA12000,Local Government Area (LGA),Coolamon,2018,Females,12,"1,983",609.9,,,3,25.3,,55,30.3,1,,,85.8
LGA12000,Local Government Area (LGA),Coolamon,2019,Females,12,"2,032",570.2,,,3,28.6,,28,15,2,,,84.5
LGA12000,Local Government Area (LGA),Coolamon,2020,Females,12,"2,095",550.2,,,4,30.6,,38,19.6,2,,,82.5
LGA12000,Local Government Area (LGA),Coolamon,2021,Females,13,"2,164",596,,,4,34.7,,62,30.8,2,,,81.8
LGA12150,Local Government Area (LGA),Coonamble,2017,Females,26,"2,009",1274.8,771.9,1.73,9,33.3,,68,36.8,8,,,86.2
LGA12150,Local Government Area (LGA),Coonamble,2018,Females,24,"1,979",1197.9,760,1.78,7,28,,50,27.3,6,,,81.5
LGA12150,Local Government Area (LGA),Coonamble,2019,Females,23,"1,947",1169.6,796.8,1.79,13,58.3,,317,178.6,9,71.4,,72
LGA12150,Local Government Area (LGA),Coonamble,2020,Females,19,"1,910",992.7,,,11,60,,230,131.6,4,33.4,,69.5
LGA12150,Local Government Area (LGA),Coonamble,2021,Females,22,"1,888",1155.4,869.9,2.04,8,34.8,,133,77,3,,,79.2
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2017,Females,63,"5,662",1111.1,534.1,1.2,14,22.2,,242,49.1,6,42.9,,85.8
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2018,Females,63,"5,661",1111,456.4,1.07,12,19.1,,81,16.5,4,33.3,,85.2
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2019,Females,75,"5,667",1321.6,575,1.29,17,22.7,,161,32.8,11,64.7,,84.5
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2020,Females,63,"5,675",1108.4,526.6,1.28,19,30.2,,233,47.5,6,31.6,,84.3
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2021,Females,50,"5,676",879.5,372,0.87,9,18,,91,18.5,4,,,85.7
LGA12350,Local Government Area (LGA),Cowra,2017,Females,61,"6,413",946.6,431.2,0.97,10,17.2,,116,20.6,5,46.2,,85.5
LGA12350,Local Government Area (LGA),Cowra,2018,Females,86,"6,413",1338.8,672.7,1.57,27,31,307.2,330,58.6,9,32.3,,83.6
LGA12350,Local Government Area (LGA),Cowra,2019,Females,91,"6,417",1422.5,633.7,1.43,18,19.3,,258,45.9,7,38.7,,87.1
LGA12350,Local Government Area (LGA),Cowra,2020,Females,68,"6,426",1062.8,497.9,1.21,16,23.5,,189,33.5,7,41.3,,85.1
LGA12350,Local Government Area (LGA),Cowra,2021,Females,67,"6,429",1037.4,508.2,1.19,14,20.7,,210,37.4,8,59.3,,85.1
LGA12380,Local Government Area (LGA),Cumberland,2017,Females,509,"111,036",458.3,416.6,0.93,128,25.2,127.2,"2,099",20,65,50.5,64.1,84.6
LGA12380,Local Government Area (LGA),Cumberland,2018,Females,511,"112,811",453.3,417.8,0.98,157,30.6,152.5,"3,028",28.4,72,45.9,69,83.5
LGA12380,Local Government Area (LGA),Cumberland,2019,Females,569,"114,642",496.5,460.4,1.04,163,28.6,158.3,"2,753",25.4,75,46.3,73,84.3
LGA12380,Local Government Area (LGA),Cumberland,2020,Females,459,"115,150",398.9,369,0.9,152,33,141.3,"2,609",24,65,42.9,60.4,82.6
LGA12380,Local Government Area (LGA),Cumberland,2021,Females,561,"113,972",492.2,446,1.04,171,30.5,158.4,"2,654",24.7,73,42.7,67.8,85.1
LGA12390,Local Government Area (LGA),Dubbo Regional,2017,Females,204,"26,615",767.4,524.7,1.18,64,31.6,217.3,913,37.4,31,47.5,105.3,83
LGA12390,Local Government Area (LGA),Dubbo Regional,2018,Females,190,"27,068",702.6,498.8,1.17,63,33.3,218.5,895,36.1,39,60.9,139.3,81.1
LGA12390,Local Government Area (LGA),Dubbo Regional,2019,Females,219,"27,363",800.8,554.4,1.25,67,30.7,236.5,"1,412",56.3,41,60.2,143.9,83.4
LGA12390,Local Government Area (LGA),Dubbo Regional,2020,Females,193,"27,591",698.3,466.7,1.14,54,28.2,174.8,766,30.3,31,56.2,100,83.3
LGA12390,Local Government Area (LGA),Dubbo Regional,2021,Females,221,"27,818",793.9,530.1,1.24,72,32.7,232.2,925,36.4,34,46.5,110.8,84.4
LGA12700,Local Government Area (LGA),Dungog,2017,Females,24,"4,543",528.3,337,0.76,5,20.8,,37,8.9,3,,,85
LGA12700,Local Government Area (LGA),Dungog,2018,Females,38,"4,586",828.6,520.4,1.22,10,26.3,,109,25.9,2,20,,81
LGA12700,Local Government Area (LGA),Dungog,2019,Females,39,"4,619",844.3,542,1.22,14,35.9,,246,58.2,7,50,,82.2
LGA12700,Local Government Area (LGA),Dungog,2020,Females,28,"4,675",598.9,403.9,0.98,7,25,,104,24.3,5,,,86.5
LGA12700,Local Government Area (LGA),Dungog,2021,Females,28,"4,720",593.2,378.7,0.89,9,32.1,,120,27.8,4,,,84
LGA12730,Local Government Area (LGA),Edward River,2017,Females,42,"4,505",937,433.3,0.97,9,22.4,,167,42.4,4,,,86.1
LGA12730,Local Government Area (LGA),Edward River,2018,Females,40,"4,448",891,366.9,0.86,6,14.4,,51,13,1,,,87.6
LGA12730,Local Government Area (LGA),Edward River,2019,Females,56,"4,392",1270.5,617.8,1.39,13,24.1,,226,59,6,47.7,,83.4
LGA12730,Local Government Area (LGA),Edward River,2020,Females,49,"4,326",1142.4,491.6,1.2,11,22,,152,40.2,3,28,,84.5
LGA12730,Local Government Area (LGA),Edward River,2021,Females,52,"4,272",1222.2,575.3,1.35,14,27.3,,206,55.5,6,45,,84.9
LGA12750,Local Government Area (LGA),Eurobodalla,2017,Females,211,"19,401",1085.7,464.8,1.04,51,24.3,162.4,582,34.5,28,54.1,105.4,85.3
LGA12750,Local Government Area (LGA),Eurobodalla,2018,Females,227,"19,601",1159.4,532.6,1.24,62,27.4,225.6,876,51.5,29,46.2,112.2,84.3
LGA12750,Local Government Area (LGA),Eurobodalla,2019,Females,210,"19,833",1056.7,446.4,1.01,62,29.5,176,698,40.7,25,40.2,71.7,84
LGA12750,Local Government Area (LGA),Eurobodalla,2020,Females,205,"20,139",1015.7,413.7,1.01,43,21.1,116.8,425,24.5,15,34.9,,84.5
LGA12750,Local Government Area (LGA),Eurobodalla,2021,Females,220,"20,425",1075,503.5,1.18,59,26.8,221.8,900,51.1,26,44.6,117.6,83.6
LGA12850,Local Government Area (LGA),Fairfield,2017,Females,519,"105,350",492.4,389,0.87,131,25.3,121.2,"1,955",19.9,69,52.4,63.6,84.2
LGA12850,Local Government Area (LGA),Fairfield,2018,Females,542,"106,345",509.5,385.6,0.9,143,26.3,123,"2,112",21.3,63,44,54.5,85.1
LGA12850,Local Government Area (LGA),Fairfield,2019,Females,650,"107,083",606.9,463.8,1.04,153,23.5,134.8,"2,717",27.3,68,44.7,61.3,83.9
LGA12850,Local Government Area (LGA),Fairfield,2020,Females,578,"106,698",541.5,398.2,0.97,158,27.4,133.6,"2,589",26.1,65,41.1,57.4,83.9
LGA12850,Local Government Area (LGA),Fairfield,2021,Females,630,"105,319",598.4,414.4,0.97,161,25.6,131.2,"2,391",24.5,56,34.6,46.4,84.5
LGA12870,Local Government Area (LGA),Federation,2017,Females,59,"6,260",948.6,430,0.96,18,30.2,,189,34.5,8,44.9,,81.6
LGA12870,Local Government Area (LGA),Federation,2018,Females,70,"6,284",1118.7,555.8,1.3,19,26.7,,279,51.1,9,47.2,,83.1
LGA12870,Local Government Area (LGA),Federation,2019,Females,59,"6,306",941.3,405.2,0.91,9,15.3,,109,20,6,,,87.2
LGA12870,Local Government Area (LGA),Federation,2020,Females,75,"6,344",1178.3,586.2,1.43,21,28.4,270.6,398,72.6,10,47.9,,82.7
LGA12870,Local Government Area (LGA),Federation,2021,Females,70,"6,383",1088.9,501.7,1.17,21,30.3,229,319,58,7,33.5,,82.6
LGA12900,Local Government Area (LGA),Forbes,2017,Females,45,"4,781",950.2,501.4,1.12,10,22.5,,177,41.7,6,54.2,,86.1
LGA12900,Local Government Area (LGA),Forbes,2018,Females,46,"4,757",956.9,466.5,1.09,11,24.8,,79,18.8,7,58,,85.1
LGA12900,Local Government Area (LGA),Forbes,2019,Females,42,"4,743",881.1,446.6,1.01,12,28.9,,138,32.9,7,61.8,,85.2
LGA12900,Local Government Area (LGA),Forbes,2020,Females,59,"4,721",1253.4,619.5,1.51,13,22.1,,216,51.6,6,43,,84.8
LGA12900,Local Government Area (LGA),Forbes,2021,Females,52,"4,686",1109.3,534.7,1.25,11,21.7,,119,28.6,7,58.8,,85
LGA12930,Local Government Area (LGA),Georges River,2017,Females,478,"78,415",609,366.5,0.82,97,20.3,114.8,"1,317",18.3,41,42.7,49,87.4
LGA12930,Local Government Area (LGA),Georges River,2018,Females,468,"78,776",594.4,359,0.84,96,20.4,112.7,"1,422",19.7,38,39.7,47.1,87.4
LGA12930,Local Government Area (LGA),Georges River,2019,Females,485,"78,801",614.9,369.6,0.83,98,20.2,112.9,"1,532",21.3,42,42.6,48.5,87.2
LGA12930,Local Government Area (LGA),Georges River,2020,Females,490,"78,448",624.1,369.5,0.9,105,21.4,120.3,"1,624",22.7,44,41.5,51.3,87
LGA12930,Local Government Area (LGA),Georges River,2021,Females,435,"77,118",564.6,314.7,0.74,87,19.9,100.5,"1,389",19.8,41,46.8,48.2,88
LGA12950,Local Government Area (LGA),Gilgandra,2017,Females,32,"2,176",1481.8,903.5,2.03,9,27.3,,198,102.8,3,,,79.5
LGA12950,Local Government Area (LGA),Gilgandra,2018,Females,24,"2,171",1125.1,586.1,1.37,8,32,,76,39.6,2,,,85.8
LGA12950,Local Government Area (LGA),Gilgandra,2019,Females,21,"2,180",986.1,501.7,1.13,4,18.2,,19,9.6,1,,,84.3
LGA12950,Local Government Area (LGA),Gilgandra,2020,Females,19,"2,180",851.3,,,7,36.8,,99,51.1,4,,,78.8
LGA12950,Local Government Area (LGA),Gilgandra,2021,Females,23,"2,174",1078.7,529.7,1.24,7,29.2,,66,34.5,3,,,84
LGA13010,Local Government Area (LGA),Glen Innes Severn,2017,Females,54,"4,482",1204.8,595.3,1.33,18,33.3,,277,70.6,9,50,,85
LGA13010,Local Government Area (LGA),Glen Innes Severn,2018,Females,70,"4,476",1563.9,757.8,1.77,18,25.7,,237,60.3,11,61.1,,86
LGA13010,Local Government Area (LGA),Glen Innes Severn,2019,Females,53,"4,477",1183.8,590.2,1.33,15,28.3,,229,58.4,9,60,,83.5
LGA13010,Local Government Area (LGA),Glen Innes Severn,2020,Females,46,"4,476",1027.7,478,1.17,11,23.9,,152,38.9,6,54.5,,83.3
LGA13010,Local Government Area (LGA),Glen Innes Severn,2021,Females,41,"4,466",918,366.2,0.86,7,17.1,,72,18.6,3,,,86.6
LGA13310,Local Government Area (LGA),Goulburn Mulwaree,2017,Females,143,"15,184",942.7,499.5,1.12,33,23,158.5,300,22,15,45.9,,85.6
